Close,High,Low,Open,Volume
TLKM.JK,TLKM.JK,TLKM.JK,TLKM.JK,TLKM.JK
1755.4735107421875,1770.8185589130107,1749.3354914738582,1770.8185589130107,18992100
1740.1279296875,1749.3349557705028,1730.9209036044974,1749.3349557705028,49940700
1727.8524169921875,1740.1284554788106,1718.6453881272203,1724.783407370532,47892100
1724.7833251953125,1761.6114389005506,1715.5762967690032,1758.542429425114,70076600
1740.1279296875,1746.2659470761685,1733.9899122988318,1743.1969383818343,56582500
1755.4735107421875,1758.542520376352,1743.1974722055288,1743.1974722055288,71331300
1740.1279296875,1752.403964464837,1740.1279296875002,1743.1969383818343,62085500
1743.197265625,1746.2662748954667,1733.9902378136005,1737.059247084067,64069900
1733.9903564453125,1746.2663943670493,1733.9903564453127,1746.2663943670493,39651700
1737.059326171875,1743.1973449922702,1724.7832885310843,1737.059326171875,42518800
1746.2662353515625,1746.2662353515625,1733.9901985476852,1746.2662353515625,24697100
1752.4044189453125,1752.4044189453127,1746.2663999647687,1749.3354094550407,25072900
1780.0250244140625,1780.0250244140623,1746.2659291234509,1755.4729551117994,64564800
1789.2325439453125,1792.3015534546528,1773.8874963986118,1780.0255154172921,71615600
1767.7493896484375,1798.4394832187227,1761.6113709343804,1795.370473861694,59087800
1773.887451171875,1783.0944794651546,1761.6114134475022,1780.0254700340613,86233100
1730.9210205078125,1776.9561540319564,1715.5759759997645,1776.9561540319564,199320200
1737.059326171875,1740.1283355820726,1706.3692320698983,1730.9213073514798,118430700
1746.2662353515625,1752.4042537535013,1733.9901985476852,1743.1972261505932,104502400
1755.4735107421875,1758.542520376352,1746.2664818396934,1752.4045011080227,47048700
1737.059326171875,1764.6804108636538,1737.059326171875,1764.6804108636538,80087700
1721.7139892578125,1737.059033725351,1718.6449803643047,1737.059033725351,125835700
1733.9903564453125,1733.9903564453127,1721.714318523576,1733.9903564453127,73596500
1746.2662353515625,1749.335244552532,1737.0592077486544,1749.335244552532,110119200
1727.8524169921875,1746.266474722122,1718.6453881272203,1743.1974651004664,127917300
1737.059326171875,1746.2663544024679,1721.7142791208867,1730.9213073514798,89312200
1755.4735107421875,1764.6805396446814,1730.9214336688701,1737.0594529371995,99107100
1746.2662353515625,1764.6802905573786,1740.128216949624,1764.6802905573786,70239800
1755.4735107421875,1761.6115300105168,1749.3354914738582,1755.4735107421875,94908700
1776.9561767578125,1783.0941946395321,1755.4731141717941,1758.5421231126538,132387000
1829.129638671875,1853.681714358746,1789.23251568071,1789.23251568071,183459600
1773.887451171875,1838.3366492248324,1767.7494323096885,1822.9916020693663,100706300
1776.9561767578125,1783.0941946395321,1761.6111320535135,1761.6111320535135,42045700
1776.9561767578125,1795.3702304029712,1773.8871678169528,1789.2322125212515,57476200
1773.887451171875,1804.577545482807,1773.887451171875,1792.3015077584341,68329800
1786.1632080078125,1795.3702348532136,1780.0251901108784,1792.3012259047466,67998800
1783.0943603515625,1801.508415708033,1773.8873326733271,1780.0253511254841,65077400
1822.9913330078125,1822.9913330078125,1786.163225270281,1792.3012432265361,102010900
1826.060546875,1835.267574842437,1807.6464909401261,1813.7845095850842,86738700
1801.5087890625,1835.2678975457836,1801.5087890625,1832.198887683667,88614600
1810.7154541015625,1816.8534725900424,1801.5084263688427,1807.6464448573224,114431500
1807.6463623046875,1819.922398721018,1798.4393349924394,1816.8533896169354,78333100
1786.1632080078125,1807.6462706470818,1780.0251901108784,1807.6462706470818,58543500
1786.1632080078125,1807.6462706470818,1780.0251901108784,1786.1632080078125,73255400
1832.198486328125,1832.1984863281252,1801.5083944298315,1807.6464128094904,129544600
1807.6463623046875,1826.0604169291835,1789.2323076801915,1826.0604169291835,85028700
1807.6463623046875,1822.9914078251006,1789.2323076801915,1795.3703258883568,85398800
1804.577392578125,1826.0604567754835,1798.4393742360226,1804.577392578125,89149900
1795.3701171875,1807.6461521768163,1792.301108440171,1795.3701171875002,54873400
1813.7845458984375,1829.129592818052,1801.5085083627457,1816.8535552823603,80727100
1826.060546875,1838.336584164916,1807.6464909401261,1807.6464909401261,66012100
1813.7845458984375,1838.3366209698206,1810.7155365145145,1829.129592818052,98966500
1810.7154541015625,1819.9224818342823,1801.5084263688427,1804.5774356130826,61172400
1810.7154541015625,1822.9914910785221,1804.5774356130826,1819.9224818342823,120859000
1792.30126953125,1807.6463146470996,1789.23226050808,1798.4392875775898,122734000
1792.30126953125,1804.5773056239298,1792.30126953125,1804.5773056239298,46260000
1792.30126953125,1804.5773056239298,1789.23226050808,1792.30126953125,84436600
1767.7493896484375,1792.3014645046655,1761.6113709343804,1792.3014645046655,90305000
1724.7833251953125,1755.4734199496777,1721.7143157198761,1749.3354009988047,143902100
1724.7833251953125,1752.404410474241,1700.2312493918207,1709.4382778181302,89433400
1758.5423583984375,1776.9564145073216,1740.1283022895534,1743.197311641034,94090000
1773.887451171875,1792.3015077584341,1749.3353757231293,1776.956460602968,152587300
1740.1279296875,1773.8870253251764,1724.782886215829,1770.8180166308423,121823100
1733.9903564453125,1749.3354038474836,1727.8523374844442,1727.8523374844442,58307700
1740.1279296875,1749.3349557705028,1733.9899122988318,1746.2659470761685,37566400
1752.4044189453125,1761.6114474161286,1733.9903620036807,1746.2663999647687,42248600
1755.4735107421875,1761.6115300105168,1749.3354914738582,1752.4045011080227,75592900
1743.197265625,1755.4733027068662,1733.9902378136005,1755.4733027068662,54399400
1733.9903564453125,1743.1973848866153,1727.8523374844442,1743.1973848866153,96568900
1715.5760498046875,1733.9901040065265,1715.5760498046873,1715.5760498046873,100020600
