Close,High,Low,Open,Volume
ANTM.JK,ANTM.JK,ANTM.JK,ANTM.JK,ANTM.JK
707.700927734375,721.2454127245761,700.9286606346797,721.2454127245761,5997189
704.3148193359375,711.0870866774737,697.5425519944014,704.3148193359375,9622884
694.1563110351562,704.3147104773831,687.3840447403384,697.5424441825652,11705560
704.3148193359375,711.0870866774737,694.1564183236333,694.1564183236333,14333014
755.1066284179688,768.6511613510637,717.8592612703279,717.8592612703279,87242404
734.7899169921875,765.2650684902171,734.7899169921875,761.878935078304,41870439
738.1760864257812,751.7206207343826,731.4038192714806,731.4038192714806,26182864
734.7899169921875,751.7205840517527,728.0176501683613,738.1760504041005,14838385
724.6314697265625,744.9482688794438,724.6314697265625,728.0176029187094,15991988
724.6314697265625,734.7898693030032,717.8592525514532,724.6314697265625,14337180
714.4732055664062,734.7899579614873,714.4732055664062,724.6315571593516,14173366
711.0870361328125,728.0176540740191,707.7009027027336,717.8593029929704,11850802
714.4732055664062,721.2454235586397,707.7009383649824,714.4732055664062,12449033
711.0870361328125,724.6315206439402,711.0870361328125,721.2453872138614,9825151
714.4732055664062,724.6315571593516,707.7009383649824,714.4732055664062,12513916
717.8592529296875,724.6314701083651,714.4731197357565,717.8592529296875,15144703
697.5425415039062,721.2454276336186,690.7702742642197,714.4732096031228,19613516
721.2454223632812,731.403823148581,711.0870707871719,711.0870707871719,31584799
711.0870361328125,721.2453872138614,711.0870361328125,714.4731695628914,6432915
724.6314697265625,731.4037361108564,714.4731193593062,714.4731193593062,24139593
721.2454223632812,734.7899567436808,721.2454223632812,724.6315559583811,22733126
714.4732055664062,721.2454235586397,711.0870719656943,717.8593391671182,8047602
714.4732055664062,724.6315571593516,714.4732055664062,717.8593391671182,13098218
711.0870361328125,728.0176540740191,711.0870361328125,717.8593029929704,18648252
700.9285888671875,714.473121679765,697.5424556640431,711.0869884766206,14358609
704.3148193359375,707.7009530067056,697.5425519944014,697.5425519944014,10111231
700.9285888671875,714.473121679765,697.5424556640431,704.3147220703319,12005449
700.9285888671875,707.7008552734762,697.5424556640431,700.9285888671875,4761797
724.6314697265625,731.4037361108564,711.0869861671594,717.8592525514532,38720114
714.4732055664062,728.0176907600635,711.0870719656943,724.6315571593516,12965595
711.0870361328125,721.2453872138614,707.7009027027336,714.4731695628914,11211856
707.700927734375,714.4731948340705,700.9286606346797,711.0870612842227,11447577
697.5425415039062,707.7009423634362,697.5425415039062,704.3148087435928,9459546
700.9285888671875,707.7008552734762,697.5424556640431,700.9285888671875,8754407
697.5425415039062,704.3148087435928,697.5425415039062,700.9286751237496,5066806
690.7702026367188,704.3147357116292,690.7702026367188,697.5424691741739,7355917
680.6118774414062,700.9286286028447,680.6118774414062,700.9286286028447,10081944
673.8397216796875,690.770342235678,670.4535877266503,683.9981235387991,17041660
677.2257690429688,680.6119025630566,670.4535020027931,677.2257690429688,7752118
680.6118774414062,690.7702284175317,677.2257440463019,680.6118774414062,10660531
683.9979858398438,690.7702031733746,680.6118525684855,680.6118525684855,7419966
677.2257690429688,690.7702539141308,677.2257690429688,683.9980360831444,5427887
673.8397216796875,680.6119895857619,670.4535877266503,680.6119895857619,9416449
680.6118774414062,687.3840950224275,677.2257440463019,680.6118774414062,6258386
677.2257690429688,683.9980360831444,677.2257690429688,680.6119025630566,5609916
667.0674438476562,677.2258455556109,667.0674438476562,673.8397116529594,6110525
663.6812744140625,670.4535418568045,663.6812744140625,670.4535418568045,3163182
656.9090576171875,663.6813255820525,653.522923634755,660.29519159962,4292023
667.0674438476562,670.4535777503078,650.1367743343984,656.9090421397016,3989276
660.295166015625,670.4535675693221,656.9090321643927,667.0674337180898,5348361
646.7506103515625,663.6812285799905,646.7506103515625,663.6812285799905,9152871
646.7506103515625,653.5228281174204,643.3644768640391,653.5228281174204,4703105
643.364501953125,646.7506355726964,643.364501953125,646.7506355726964,4157971
646.7506103515625,653.5228281174204,646.7506103515625,646.7506103515625,4767750
599.3447875976562,646.7506069656092,599.3447875976562,643.3644734958134,45747332
609.5032348632812,616.2754531143062,602.730967403064,612.8893685933898,24475436
602.7308959960938,616.2753801026885,602.7308959960938,616.2753801026885,8066769
592.5725708007812,609.5032395824114,592.5725708007812,602.7309720697594,7568541
582.4141235351562,592.5725240018661,579.027990046253,589.1863905129628,7410204
579.0281372070312,589.1865402555129,575.6420520667386,579.0281372070312,7670925
582.4141235351562,589.1863905129628,579.027990046253,579.027990046253,5230263
585.8002319335938,589.1863652774653,582.4140985897222,585.8002319335938,4904539
612.8893432617188,619.6615612328374,579.0280073601743,582.4141409503288,14640403
616.2754516601562,626.4338528265125,606.1170997029922,612.8893671472297,13457513
616.2754516601562,623.0477191043938,612.8893671472297,619.661585382275,4165471
619.6615600585938,619.6615600585938,609.5032085165706,619.6615600585938,3926179
612.8893432617188,619.6615612328374,606.1170760814099,619.6615612328374,4940850
623.0477294921875,623.0477294921875,602.7309760299349,612.8893773656577,8537735
612.8893432617188,626.4338284131462,609.5032096715643,626.4338284131462,5558724
602.7308959960938,616.2753801026885,599.3447626671484,602.7308959960938,5167761
599.3447875976562,606.1170545372479,592.5725206580646,602.7309210674521,4710963
609.5032348632812,609.5032348632812,592.5725662127381,599.3448336729554,4082255
602.7308959960938,609.5031626539843,599.3447626671484,609.5031626539843,2333873
595.9586791992188,602.7309464237126,595.9586791992188,602.7309464237126,1725642
592.5725708007812,599.3448383134333,592.5725708007812,595.9587045571074,2702693
585.8002319335938,599.3447653090797,582.4140985897222,595.9586319652083,8874887
